text,class,ID
"faturam sUrekli aSIyor diye bol internetli platinum a geCtim eskisinden daha Cok aStI, fatura kafam kadar abv turkcell",olumsuz,390d6b0a-aaab-4b49-b749-b4870e17813c
telefonu servise verdim. yedek telefon yanImdaydI ama nano sim olayInI unuttum. turkcell 5 liraya satmaya CalIStI. yuh deGil de ne...,olumsuz,d2efa964-395b-40e5-90bf-5f743c3f6417
sOzde turkcell her yerde Cekiyor. bizim evde Cekmiyor,olumsuz,c232702c-90a2-41e2-a54e-9615772e9bb5
"@laikbey hocam biSey soracaGIm, turkcell'e sUper yUkleniyorsunuz da Su superonline modemden tUm cihazlara virUs bulaSmasI niye konuSulmuyor",olumsuz,18ce4cb9-6ebe-4d59-befd-9cadf96cf101
@cahilheriftalha yaban CakalI turkcell,olumsuz,7621b5ea-6605-4877-8809-dd46d8222b5b
@web_sterrr gerCekten 4.g falan yok turkcell'de,olumsuz,6f0740bf-965d-4ca2-b584-2aaff7de8e69
turkcell'den kurtulmama son 1 ay yeminle ocaGIma incir aGacI diktiler her ay kalp krizi geCirmekten bIktIm,olumsuz,8e877ea5-2223-4c2c-90d3-1af9c6edb359
annem 30 lira gelmesi gereken faturasI 170 lira geldiGi iCin evde terOr estiriyo Su an hepsi senin suCun pis turkcell :(,olumsuz,0aff0977-bd6e-4564-9832-3785f9f5c8f1
turkcell neden internet paketimin bittiGini 3 mesajla belirtiyor |13 |13 anladIk bitti |04 |04,olumsuz,552ad75d-6fb6-4298-99a6-3b91fdb473c2
ah turkcell ah bu paket bana yetmez tim dekiler kendilerince paket onaylIyor zorluGunu ben Cekiyorum |02,olumsuz,d0bacbc5-fec6-49a6-841b-5021f11ded24
turkcell reklamda bilmem kaC metre aSaGIda bile Ceker diyor sen git ilk Once normal yerde Cek marketin arka tarafIna geCiyorum hiC cekmiyor,olumsuz,23ab3c8b-b04c-48d9-b750-187aa13990cd
Serefsiz turkcell hala sahur paketi vermedi :(((,olumsuz,b12d76ce-08ce-428b-b109-6fd7abd41652
@turkcell @turkcellhizmet kaC gUndUr Sebeke sorunu halletmeyen tUrkcell artIk benim iCin bitmiStir yarIn ilk iSim @vodafonetr geCmek inS.,olumsuz,91a4b66e-3c2a-48e3-808f-2a710e02c48f
turkcell in kaCIncI kahpeligi be |44 @senaaseker,olumsuz,43a14546-4a87-41e8-a251-97e78f22c143
turkcell bu ramazanda internet vermiyor UzUldUm |04,olumsuz,a9749e38-f0a3-422b-bbf1-a76e0c9a109e
@iremaktasss Srfsz turkcell vodafona geCcem artIk,olumsuz,ab061336-9340-4520-b33e-955995b021dd
samsun Sehir merkezindeyim turkcell Cekmiyor. Uni.de 4.5g otobUsU getirip yanInda mobil baz getirenin her yerden CekmediGini anlamalIydIm,olumsuz,ef8a8a4b-4ccf-4563-a688-01e04f5614e4
"turkcell yeni geCtiGim paketin canIna okumayIm diye, arayanI meSgule dUSUrUp gOrmememi saGlIyor, alkIS |38 |38 |38",olumsuz,ff81ffcb-54e3-417b-9d5b-caeaac9205fa
turkcell piSmanlIktIr !!!!,olumsuz,dad6a464-94d3-4423-b72c-4eaa93ae6a34
turkcell/superonline hem satIS iCin arayIp hem de atarlI cevaplarla kendini bloklatIyor. hep batma alametleri bunlar..,olumsuz,b7cc6394-da74-4dbf-ae07-9411fa509fd0
turkcell'li olmak instagramda fotoGraflarIn yUklenmesini iki saat beklememek demektir |45 |45,olumsuz,f7ebe3eb-b4ac-435c-9a8d-d136ad7f0d76
@ictenbirgul fIber altyapI varsa superonline diyecektim ama turkcell'in maalesef. ben de iptal ettircem.,olumsuz,faa05f16-9e7b-4a84-a048-ecc2fbf1e527
"#mutluolmakiCintavsiyeler yerlidir tUrkiye tUrkler kazansIn istiyorsn guvenip de @vestel,turkcell kullanmayIn.altarnatif bol mutlu olursunz",olumsuz,4328b202-23c0-4e12-aea4-2d43c2a5bb88
"turkcell superonlIne na geCecekseniz her Seyi ince ince sorun. kandIrIyorlar CUnkU, @superonlinetr veya geCmeyin derim",olumsuz,052b7eac-5e21-44aa-9f2e-502a179b55b6
"turkcell out,vodafone in",olumsuz,1bcdbc6f-6ab7-4b26-9ce7-ca81a6f0c925
turkcell hat alan beynimi ya !,olumsuz,9ede851d-99c1-48ba-a317-bd43c9217d6e
her ay turkcell e sOvmekten bIktIm,olumsuz,dba66fdc-6ca3-4a54-9831-66901c94a4d7
505 le baSlayan tl un operatOr Unde turkcell yazmasI bile beni rahatsIz eder.,olumsuz,c4b7d722-b573-4bb2-a1cd-298d74f99d3e
yine turkcell sUper online yine bir problem. sesli yanIt sisteminden yapmIS olduGum Odemeye raGmen hizmeti saGlamIyor...,olumsuz,bba41902-4fd0-4f2c-9b2a-330f5dbadbdb
internetimiz yavaS olduGu iCin mobil verimden gidiyor lanet olsun superonline lanet olsun turkcell,olumsuz,1637cddc-1d82-4101-b12c-ac60726aa773
"ben hayatImda bukadar sahtekar, bukadar aSSaGIlIk , bukadar Serefsiz bir kurumlar topluluGu gOrmedim. turkcell, superonline , turkcell tv...",olumsuz,166e2b77-0454-42e6-afda-93d8867f26fb
bu turkcell kadar sahtekar ve hileci bir operatOr gOrmedim ya,olumsuz,e6de82b0-cda3-47fa-a77e-568e6ea5cba9
turkcell insaf 205 tl fatura Odedim Internet in Cok berbat. ...,olumsuz,6b652f86-8288-4b69-89c1-7e4dd05f7cc8
turkcell daGda bayIrda CektiGini sOylUyor ve de doGru sadece daGda bayIrda Cekiyor Sehir iCinde ya bir ya da iki diS anca Cekiyor,olumsuz,10e3ce8e-ac7a-4c98-b36d-c534485538be
@doganalpdemir abi ne gUldUm sabah sabah ya piyasanIn en faiS fiyatlarI ile fatura kesen turkcell simdide zararini tazminatlarla mi cikarcak,olumsuz,88458662-c25c-4eb0-8cde-ca3b69846895
haftasonu turkcell ile tUm baglantIlarImIzI kesiyoruz.,olumsuz,e98c083f-b02c-406d-a235-9d963eceb96a
turkcell artIk gerCekten her gUn hatlarInI bIrakmak iCin yeni sebep veriyor !,olumsuz,dc877d7d-81d9-405e-970e-809b41a49bdf
@gokaygky1 @turkcell turkcell ahlaki boyutta kendini aSmIS.kaybettiGi mUSteri cirosunu tazminatlamI kazanmaya CalISIyor |01,olumsuz,0821a5ff-748b-48fc-845c-b3342ff52d26
turkcell li olmayIn arkadaSlar. her seferinde sizi nasIl kaziklayabileceklerini dUSUnUp bi yolunu buluyorlar. @turkcell @turkcellhizmet,olumsuz,fa5dc0b1-26f8-4d18-b273-5f4372ad1fc7
tr'deki ilk isim elbette turkcell hattimi degistirmek oldu! #ensarvakfikapatilsin,olumsuz,677d85ad-a5b4-47ae-ab0f-017123545a30
"ya vicdansIz turkcell, 1 saniye geCti nerdeyse, 1 sms attIm 50 kuruSu yedin. mutlu musun, zengin mi oldn o 50 kuruSla, pheni UzdUn.! fok yi.",olumsuz,89b485b2-eefd-46fa-b833-5d50664e1fc3
bugUn baya atar yaptIm bi de turkcell e atarIm yapIp gUnU bitiriyorum. 8 tl mi yedi hicbirsey yapmadan hattimdan tl mi almIS,olumsuz,6c9ae54d-30f2-4b68-8d91-8652c07221e5
turkcell piSmanlIktIr bUtUn paramI sOmUrUyor aGlIyorum cimri kalbim buna daha fazla dayanamayacak,olumsuz,7ec3516d-aef6-4811-a9c0-b37059588007
turkcell'in hizmet kalitesi serbest dUSUS yaSIyor. 48 saatte COzUlUr dedikleri sorun 1 hafta oldu COzUlmedi. tek umudum btk.,olumsuz,0b921b98-c5d6-4859-be62-d84f1d407a79
dakikam olduGu halde arama yapamIyorum en sonunta turkcell i arayIp siz kim kOpeksiniz diye haykIrIcam yeter,olumsuz,ac66d739-3bca-4472-8771-8c03ef22a2f2
turkcell'in ariza halletme yolu; mesajlari..bi ac kapa duzelir!! bu mu cozumunuz |02 @turkcellhizmet,olumsuz,7f9c31ec-bdeb-4ade-b086-a9e7502b442a
kusura bakma osman kardeS kahrolsun!!! turkcell (yerli milli. anladIn dimi) @trigerosman,olumsuz,d66bd838-296c-4d85-970a-b2d7de2889e1
turkcell dUnya ahiret dUSmanImdIr,olumsuz,85ad6ff5-0319-44e5-a3a2-bb9e2e1edf03
hAlA turkcell abonesiyseniz artIk iptal edin ama ya,olumsuz,2a34f81f-8b23-4c4e-9f3c-d1a1a11d5259
o pis turkcell de sponsor Ustelik hayatta gitmem yollarIma gUl dOkseler gitmem,olumsuz,74efb41f-198c-4a6f-98a3-948e6801c22a
"ya sus yaa bi de turkcell olacaksIn! o kadar para alIyon, niye Cekmiyon he niye? haram zIkkIm edeyim mi he, edeyim mi?!",olumsuz,4c33769a-6fd0-488e-ae1b-fe239aaf5818
lanet turkcell lanet sUper online bune hIz bune ilkellik,olumsuz,4c7741ab-0e9d-4320-a041-81618ede16e8
@turkcell sevgili turkcell keSke siz de aqua floryada olabilseydiniz bIrakIn 4.5g yi edge olarak bile yoksunuz,olumsuz,83cb042f-8899-4edc-b416-60e1e829f067
turkcell'e iCimden sOvUyorum.... |23,olumsuz,0a34c775-437c-4c18-833d-5a1997bac8bb
turkcell'iysen Cekim gUcU farkIyla dediniz.. 4.5g 1 haftadIr Cekmiyor. #avea ve #vodafone Cekiyor! #turkcell @turkcell @turkcellhizmet,olumsuz,8dced629-834a-4f4a-96ec-bfa50d30b97c
gerizekalI turkcell dUzgUn pakedi varmIS gibi olan paketteki internette bok gibi.,olumsuz,a1cce0d0-6939-440d-87b3-5e5428afc472
20 dakika stadda internet Cekmedi. aziz baSkan ve turkcell Suna bi COzUm bulun be.,olumsuz,ed8cd2e4-f9a6-45d0-97c5-61fdba680aca
turkcell sim kart CalISmIyo ve deGiStirmek iCin gittiGim tim kapalI @turkcell kadar adi ve aSaGilik bir hat yok.gavurcell #pelikanbildirisi,olumsuz,edb4ce4d-4a79-428d-bc06-520a685a8e0d
tUrk telekom a geCmeyin sakIn arkadaSlar. hatta turkcell e de geCmeyin. bOyle iteleme hayatImda gOrmedim.,olumsuz,ce258cfb-68df-4c02-9c08-d5a00de04628
@superonlinetr arkadaSlar kampanya yapIn twitter da tt yapIn turkcell sUper online alma aldIrma,olumsuz,3b412cd5-f90c-41e7-b885-92e7648d2fb4
"@turk_telekom 3gb, 1000dk deGil 10gb 10000 dk verseniz ne olur kullanamadIktan sonra. turkcell in full CektiGi yerde servis yok. piSmanlIk!!",olumsuz,c910a182-d929-49d5-ad41-a9e2e4313dae
"@superyardim @superonlinetr 120 saat bitti hala bekliyoruz.turkcell uyumaya devam ediyor. ispatlandI, haftasonu nObetci ekip de palavra",olumsuz,b6023834-3e36-4717-8b51-58b4da639a0d
ya ben fakirim faturalI hat benim neyime allah belamI turkcelle vermiS benim lanet gelsin turkcell,olumsuz,14e901a0-f725-404e-bed4-e3cef7da6e32
bi mesajI neden bin defa atIyosun turkcell,olumsuz,d7d3973c-d7d5-4fb0-b395-747f5e0d3f61
1 gb bedava internet mesajI geldi sonra Cat diye para kesti turkcell bana fake atIyo tSk turkcell,olumsuz,400fec87-4ed2-44fa-b89d-e95a2c084921
turkcell'in merkezine fUze falan mI attInIz bu internet niye Cekmiyor,olumsuz,875af7fc-1ced-499e-85dc-34c393926960
@omersntrk Omercim turkcelle benimde sIkIntIm var telefonum Cekmiyor arayan ulaSamIyor |12 turkcell sorun ne bizle |01,olumsuz,73db221d-a8e8-4aa8-9439-a3a306dc4618
ya hadi bu lanet yurtta wi-fi Cekmiyo da turkcell niye Cekmiyo? bIktIm,olumsuz,acf05aa8-715c-4619-b435-b68de1cc9d3e
"@imgeleme ben de birkaC ay Once geCtim, Cok memnunum. internet bitmiyor valla turkcell neydi Oyle habire ek paket. ensar'I saymIyorum bile.",olumsuz,4b719a0f-7a97-4186-a11a-af79b9ea21ef
@cansutaskIn @turkcell turkcell ve vodafone kurumsallaSamayIp bizi para olarak gOren kiSiler tarafIndan yOnetilir. hemenn kurtulll,olumsuz,2cf04d74-486d-4957-b76d-6eba3420c9cc
turkcell 4 Ceker ama benim Cekmiyo internet gidiyor napim baSka operatOre mi geCiyim turkcell' cim ilgi pls @turkcellhizmet,olumsuz,6b99390e-76dd-456b-bbe8-ecff9260d92a
bu turkcell zIkkImI neden pazar gUnU kapalI!!!!!,olumsuz,2af0d6c1-4ed2-4ed2-9b5a-977b52fb3de9
@superonlinetr hem kendi telefonumu hem de ev internetini turkcell olmayan birSeye aldIrIcam.,olumsuz,7acbfc29-3d39-44a7-abf7-23b80b3d675c
@turkcellhizmet Cok saGol turkcell sayenizde artvinde internete girebilmek bUyUk bir baSarI oluyor. avea bile Cok iyi Suanda,olumsuz,e9ad33a2-c963-4293-b7bf-e07baf0a9f53
@turkcellhizmet turkcell hattIma gelen bu mesajda ki linki aCmanIn bedeli 35mb Saka gibi hIzlInIn hIzlIsI tUketimde,olumsuz,102e0baf-6557-4877-abee-f4cd5a8a2058
"16 gUn Once atIlan mesaj bu akSam geldi,teSekkUrler turkcell",olumsuz,a26d4587-f542-42b6-a868-abdb33f479eb
"superonline sOzleSmemi de iptal edip, modemi iade ettim bugUn. turkcell'le baGImIn kalmamasI gayet gUzel.",olumsuz,f49aac3a-c631-45c8-861e-8f59d3b9514a
#gameofthornes turkcell superonlIne ne kadar uyuzluk yapsanda bu dizi izlenecek!!!,olumsuz,2381247c-897d-4d76-b4c0-362dd0d24f57
faturaya saCma sapan ekstra vergi yansIdIGI iCin geCen ay inat edip Odemeyi reddettiGim turkcell kafasIna gOre fatura yansItmIS yine ya,olumsuz,89ac569f-e362-4f5d-9034-b9dbaa27a3fe
artIk numaramIzI alIp mesaj atacaklar diye turkcell iletiSim merkezinden fatura da mI Odeyemiycez?... |12,olumsuz,70e95b31-8232-4281-b88b-59f614dd7349
hayatImda verdiGim en en doGru UC karar arasInda turkcell'i bIrakmak var.,olumsuz,eacef0eb-6e37-4bba-8d22-ca9cd50062ff
"turkcell 3 ayda 600 bin abone kaybetmiS, anIna sayIsI 2012'ye geri dOnmUS. tecavUzcUye destek vermeye devam edersiniz ilk gUne dOnersiniz!",olumsuz,a58eefe2-eb94-4b78-8b24-998d13c6e0d8
@kbrydnnn bizim yakInlardaki baz istasyonunu kim yIktIysa onun ve turkcell'in suCu hep bunlar,olumsuz,725e4503-0463-4e99-b3b3-6494feaf8587
@alper__atakan abi gsm konusunda da turkcell 4 gb interneti cekmeyerek heba ettiriyor.,olumsuz,7226dd8e-ffd3-4d2f-9fa4-fb998c2438ec
@turkcell turkcell den bi kazIk daha bir tek ismin gUzel gerisi fos mUSteri temsilcileri bile.,olumsuz,91ea2c4e-1cca-4a2d-84c0-d6c1f98ed881
@turkcell tUrkcell' sen ensara sansara tepki ver Once |02 |02 |02 bIrak sOmUrUcUleri |44 |44,olumsuz,07d8f578-91b8-49be-b025-7a2ac2bd4925
turkcell durup durup benden vergi kesiyor doyamadIlar vergilere be,olumsuz,837f3673-f209-4e50-b156-2655e0212e61
@muriellglass en azIndan siz diye hitap ediyor ben turkcell hey pakedin bitti diye mesaj atIyor diye bIraktIm mail de attIm saygIsIzlar diye,olumsuz,ad29cb52-2f9b-4416-978a-42a1c962f70a
turkcell in dvmlI aldIGIm kotUrden kestiGi telsiztelefonkullanIm Ucreti gbi sndn nefret ediyorum cnIm sonkez soruyorum attIGIm tekmeiyimiydi,olumsuz,a40bb090-c065-4491-9bea-ed25d138c5ff
"@yazargecerim @gorursensoyle valla gayette cekiyor,ben daha sorun yasamadim |04 turkcell ilik kemik kurutur derecesinde maalesef.",olumsuz,815828c3-8bc9-4248-b2da-b02eb1e15815
"@gorursensoyle @yazargecerim 1 kere turkcell kullanma hatasIna eriSmiS bulundum,onda da maSallah baya sOmUrdUler.",olumsuz,48f1ccf3-3de6-4f84-868f-5d7ae77ec446
teSekkUrler turkcell zorla 4g ye geCirdiniz eldeki 3g den olduk hizmetiniz harika |38 |38 |38,olumsuz,2ca3b1ef-5d81-4193-adb8-f135dd1eb67c
anladIGIm kadarIyla herkes turkcell'den SikayetCi yaSasIn mokokoko kfjhh,olumsuz,b0f8296d-8b2a-454a-9c25-5e95276b0e8f
@hamzakucuk1967 allah belasInI versin turkcell'in OmrUmU yedi Serefsizler,olumsuz,cb72008c-df7c-4fdf-9604-ec9c266b1ea9
sonunda turkcell'den vodafone'a geCebildim..oh bee!,olumsuz,ff2b64fa-313c-4fb9-bd15-a3965ea773be
Cocuklara tecavUz edilmesine yataklIk eden ensar vakfIna destek vermekten vazgeCmediGi iCin turkcell kullanmayI bIraktIm. siz de bIrakIn.,olumsuz,191dea6c-d66f-474a-9073-260e45b75b64
turkcell super online kadar kOtU bir internet yok ! paramI OdediGim halde hizmet alamIyorum. yazIklar olsun @superonlinetr,olumsuz,487a166e-60c2-4546-8b5e-a7b7e9373455
sonunda turkcell hattImI vodafone'a taSItabildim gUne puanIm 11/10 |36,olumsuz,b2dcbdeb-4b3d-43e7-8210-26db2083cb04
4.5g CIktI CIkalI turkcell aramalarInda ki sorunu tek ben mi yaSIyorum acaba??,olumsuz,3deeb65b-2d48-4911-9501-57380ff07dd4
hayat enerjimi sOmUren Seyler : 1. ziraat bankasI 2.turkcell 3.yurtiCi kargo |35,olumsuz,f30f0d78-3167-4836-97a5-90e56fffac2d
nuri sahinli turkcell reklami okadar anlamsiz olmuski yani yaseminle bana verselerdi projeyi daha gUzel bisey cekerdik.. garanti |01 |43 |42,olumsuz,5f728974-712c-49f4-8266-9d14797d127e
abv turkcell iliGimi kemiGimi kuruttun,olumsuz,50758aa3-9406-4e8c-9465-4999b528192d
iki ay once borcunu Odeyip kaptIGIm tUrkcell hattIma hala borc gOnderiyorlar. kullanma kullandIrtma @turkcell,olumsuz,b6710e68-e8dd-48d6-b25c-ee5f16542d90
hayatimda su turkcell europe reklami kadar sacma bisi gormedim,olumsuz,1535001f-fb9f-4634-b300-d8cfbf134706
@superonlinetr @turkcell sUrekli bir oyalama politikasI! turkcell i hiC bu kadar aciz gOrmedim. ne super'i kaldI ne online'I. yazIk!,olumsuz,7675bd53-3ca8-4ad7-92de-ae9201851396
turkcell calisanlarinin is bilmezligi beni amerika da da buluyor! @turkcell @turkcellhizmet,olumsuz,ba65b466-030a-4b64-8f33-44fb10981d77
turkcell ile baGlanamIyoruz ama hayata ona ne diyeceGiz? @turkcell,olumsuz,d9db14d1-1938-4d73-997c-7123e85cdcaf
turkcell abv senin sabahIn bu saati arIyorsun uyandIrIyorsun iSsiz yemin ediyorum |02,olumsuz,8c6117e9-a2bc-4dc0-a23e-3ce8241834d0
turkcell isteGim dISInda sondakIka adlI Ucretli msj aboneliGi baSlatIp bunun iptalini de benim istememi belirtince kafamda huni var sandIm,olumsuz,b74b2bc3-fff3-414c-94b8-60e0448bb23b
turkcell'de sanirsin platinum paket kullanIyorum gerizekalilar 125 tl faturami olur yemin ederim ilk defa iCim birseye acIdI,olumsuz,c409b7b3-5014-42f3-8bf7-bee4b9e73f4a
"turkcell,2016'nIn ilk CeyreGinde 600 bin abone kaybetti.gOrUn gUcUnUzU! fikirlere kurSun iSlemez.mUcadeleye devam.yargI sizde #boykot bizde",olumsuz,beb36083-ca54-40f2-9b29-bd37a4ac9305
bi daha turkcell hariCi hat kullanirsam iki olsun... ilk ve son.,olumsuz,48e1a8cc-5106-4b29-af3d-4130e8b2fdd6
turkcell superonline15.3.2016 hizmetin iptali dilekcemizi iSleme almamis.aboneliGi yenileyerek dolandirciliga resmiyet kazandIrmIS #turkcell,olumsuz,dea3bf44-2a22-473f-af0d-9d4d6677a905
@salihkececi abi nerden bulaStIn sen turkcell e ben o kadar kazikci bir firma daha gOrmedim,olumsuz,634208e7-6eb0-4684-a17d-63cef04c80a2
@turkcell reklamlardaki turkcell CalISanlarI nerde bizim karSIlaStIGImIz mUSteri hizmetlerinden zerre anlamayan CalISanlar nerede?,olumsuz,355521eb-70c1-4533-bbe3-791e1126fa57
"turkcell tv, superonline , ve turkcell'in gsm operatOrUnUn verdiklerini iddia ettikleri hizmetlerinin tamamInIn algI operasyonu.. aldanmayIn",olumsuz,b7af5af5-8366-481e-8941-012de716e373
turkcell europe anne konulu reklami ne Oyle rezillk,olumsuz,bde2712d-fd51-4bf9-b1fe-36ded3e00372
"hiCbir Sey yapmadIGIm halde 3gb I iki gUnde, 8 gb I 4 gUnde tUketen turkcell bUyUk baSarI gerCekten.",olumsuz,4db7ec1c-8e32-45f7-b8ff-d8a6ff4ab629
4.5 g turkcell 'le dip yapti 3 g de CaliSan her Sey artIk 4.5 g de CalISmIyor 3g de Ceken tel artIk 4.5 g de sUrekli acikken bile Cekmiyor,olumsuz,ff8d9390-9561-4f3d-8342-5ac3d332d7a9
turkcell'den Oyle bIkmISIm ki habire reklamInI yapan arkadaSlarImI takipten CIkardIm.,olumsuz,8e074f00-b182-4408-ad1e-bf14bb4665ad
az Once turkcell mUSteri hizmetlerindeki kIza fena ayar verdim her telefon kullananI dede zannediyorlar heralde OlUmUne vodafone !!!,olumsuz,6e05b297-b2a5-449f-aef5-9dc05bd397c6
bu turkcell parazit gibi sOmUrdUkCe sOmUrUyor anladIk Cekim gUcUn yUksek ama bu kadar da olmaz lUtfen kendine gel frenin falan yok mu senin |13,olumsuz,6284b306-70b7-4f97-b824-a4e215090702
"@gillettetr berbat reklam,duygu somurusu turkcell e benzemis",olumsuz,2c8cd1ad-3501-4d1a-ba8c-2d46fbbe401f
vakit tamam turkcell seni terkediyorum ..|46,olumsuz,302a8281-7f39-4ca9-82c5-225992de3d57
turkcell kullanmak piSmanlIktIr net!,olumsuz,8b5b4716-150b-4077-bb13-f454932e78bc
turkcell bu hat turkcell niye Cekmiyo,olumsuz,dfc086fb-bb40-430f-acfd-7a5b484f0f4e
kardeS ben bu turkcell kadar dandik ve kazIk bir Sey gOrmedim ileriki hayatImda da gOrebileceGimi dUSUnmUyorum,olumsuz,2fed733e-4908-4277-8242-7c35d2c69b68
superonline diye Ove Ove bitiremediler ne internet var ne de aranabilen bir mUSteri hizmetleri... turkcell superonline fiyaskosu ve COkUSU,olumsuz,9f5e4241-c7c1-423d-94e7-bae0121f2038
turkcell le baglanamiyoruz hayata.farkindami turkcell.gece insanlar uyuduktan sinyal kesmek ne demek.habersiz hemde.acil durumda ne olacak,olumsuz,6cc6db2c-7208-4a7f-86c8-6d85f8fec763
@_frknay turkcell kazIGI diyoruz biz ona.,olumsuz,c2fdf433-6dd3-498a-8dab-02a2015c68ea
"@basgan bedava maCIn garantisi yok beyler, turkcell 250 mb interneti dayiyacaklar millete. ya maC paketi ya da internet verecekmis. gereksiz",olumsuz,d845d4c4-54e2-48e8-ab2b-078a16f7e225
2 saat Once ek bir gb internet yaptIm Su an 897mb kalmIS abv turkcell,olumsuz,de703d91-b0e9-43a3-8c34-2128d3ffec16
koskoca karabUkte senin olduGun yerde turkcell nasIl Cekmiyo ya 4.5g yapcanIza baz istasyonunuzu geliStirin,olumsuz,5b8fb8e0-93ce-4f91-be72-388bb9bfadcc
tecavuzcu destekcisi turkcell abneler gunu icin cocuklari kullaniyor reklaminda tacizci serefsiz turkcell @turkcell,olumsuz,3d548c20-5333-4889-805f-e06a5e4116a6
bip uygulamasInI yUkleyene turkcell 1 gb internet veriyor ama o kadar yavaS ki aynI zamanda kanser ediyor,olumsuz,634b4207-9c69-4533-9559-a19b3a6470cb
turkcell senin ben. ta djyecem. verici algilamiyo isterseniz ben arkadaSIm radar i. getirecem huhu,olumsuz,577cea14-7faa-41c5-a95b-e6beb7cc0f92
"tamam, anneler candIr, canandIr da... babalar da bu kadar vasIfsIz, sorumsuz ve iSe yaramaz deGil be kardeSim. Cok bozdun turkcell.",olumsuz,b7b2afe5-df0b-4d2f-9f64-3c68f8e6ffa7
evet turkcell OGlen attIGIm mesajlara gecenin bi yarIsI dOn dUnyanIn en saCma sistemi ya sjxndkflb,olumsuz,785fad0f-1798-41b6-8449-226f9033a09c
bu arada turkcell hattImI vodafone'a taSIdIm. politik tivit ^^^^,olumsuz,6b3ce115-4820-4b12-9656-452b30c4b99f
paketimin bittiGini on dk sonra sOyleyen ama anInda faturaya yansItan turkcell allah seni de bildiGi gibi yapsIn....,olumsuz,13efaddc-5cbd-4618-b3e8-602cc10ccb56
bu arada telefonumu turkcell den baSka bir hatta CevireceGim ensar I destekleyen bir operatOr kullanmam,olumsuz,30006d92-20c3-4988-91d7-5d70167863b3
#armes turkcell bayii rezalet! ! en basit hat iSlemi iCin bile ortalama 30 dk bekletme garanti! ! bomboS vakti ve sabrI olmasI lazIm yoksa |02,olumsuz,fb72e602-d1ec-485e-9c70-e5b0e6376f9d
tUrkcell'den nefret ediyorum! @turkcell @turkcellhizmet @turkcellnews,olumsuz,385fec5f-968c-44ff-8dd6-9f98eac6d741
"turkcell Israrla ^ben pedofili destekCisiyim diyor^ o halde biz de Israrla kullanmayacaGIz, kullandIrtmayacaGIz. #tecavUzcellensarelele",olumsuz,90f6479e-4483-4fd0-b079-9899ba16143a
telefona tl atInca telefonu hemen sessize alIyorum CUnkU turkcell 1000 tane mesaj atIyor,olumsuz,ee90473b-6313-44b3-bd63-4d55faa23be1
Cekmeyen telefon yapmISlar yoksa turkcell neden istanbulun merkezinde Cekmesin dimi |00,olumsuz,a2bc2ecb-378f-46ec-9982-800c163ca6a5
turkcell mUzikten ne istediniz allahsIz bilgi iSlem |12,olumsuz,91e81f07-b177-4da6-9862-a783488b72ac
evet toplam 24mb interneti turkcell bana ne ara kakalamis ve ben bunun nasil farkinda degilim |12,olumsuz,850586c2-da2a-4aa0-af6d-3139945704d6
turkcell in wInn interneti durmadan kesiklik yapIyr baSka kullanan varmI bilmiyorm @@@@@@@@@@ @@@@@@@@ @@@@@@ @@@@ @@@ @@ @ @@@@@@@@@@@@@@@@,olumsuz,0002c884-0dd2-4966-bb83-2c6e5e771b36
"bugUn iSsiz gUCsUz @turkcell yUzUnden bir tweetime eriSim engeli konuldu. hakaret, itham yoktu sadece pedofili ve turkcell aynI cUmledeydi.",olumsuz,426887e5-2177-4db3-9420-0b1995fd6811
"turkcell'in 350 tl iptal bedeli istediGi vIn'I hiC tanImadIGIm kahveciye verdim, onlar kazanacaGIna emekci halkIm kullansIn.",olumsuz,d55fe08e-df48-4cc8-8d55-a49adbef54a6
an itibariyle gUle gUle turkcell. artIk OdediGimiz paranIn Cocuk tacizcisi barIndIran vakIflara gitmediGini bilmek gUzel bir duygu.,olumsuz,f0bbf666-54c7-48f3-8b21-fe0b52c9b91b
"#yavuzhIrsIzensarcell turkcell kullanma, kullandIrtma. tecavUzcUlere sponsor olma. (kamu spotu)",olumsuz,9f208f63-48b1-45f7-a24c-7a067b8eadb7
tecavUzcUsUn turkcell #yavuzhIrsIzensarcell,olumsuz,dfee7091-7308-47fe-92b5-bcfb986e3601
ensar destekCisi turkcell 5 twitimi Sikayet etmiS. dava aCIlsIn ipliklerini pazara CIkaran @mustafahos 'u tanIk gOstereceGim:),olumsuz,1a0de830-9d0d-4178-ba51-fab57a7b9462
ensar destegi yuzunden turkcell'in itibarI nezdimde sIfIrlanmIstIr...,olumsuz,701f253a-b31c-4f7c-aa6d-c277774dc7d7
"turkcell mUSteriyim kazIklama hedefi ,her geCen gUn batIyor samimi sOylUyorum vodafone gecin size verilen degeri gOrUn @turkcell",olumsuz,1bd61f76-af58-4c4e-bdf1-7680b958553a
"millet 4.5g hIzInda, biz hala cekmeyen Sebeke ile uGraSIyoruz. bunu yapan da turkcell. sOzde en iyi Cekim alanina sahip gsm Sirketi.",olumsuz,79a3e66f-ecd2-484e-a1dc-f852ab7da9b8
#turkcell hoSCakal turkcell sOzleSme bitti abonen gitti. ensarla iyi gUnler dilerim. iSim olmaz senle. by bye,olumsuz,9e04aa24-ac7b-4c6e-a2cc-e0718263f5d9
